"61",1,1,1,0,1,1,1,0,1,1
"62",1,1,1,1,1,1,1,0,0,0
"63",1,1,1,1,1,1,1,0,1,0
"64",1,1,1,1,0,1,0,0,1,1
"65",1,1,1,0,1,1,1,0,1,1
"66",0,1,1,1,1,1,1,0,1,1
"67",1,0,0,1,1,1,1,0,1,1
"68",1,0,0,1,1,0,1,0,0,0
"69",1,1,1,1,1,1,1,0,1,1
"70",1,1,1,1,1,1,0,1,0,1
"71",1,1,1,1,1,1,1,1,0,1
"72",1,1,1,1,1,1,1,1,0,1
"73",1,1,1,1,1,1,1,1,0,1
"74",1,1,1,1,1,1,1,1,0,0
"75",1,1,1,1,0,1,1,0,0,1
"76",1,1,1,1,1,1,1,0,0,1
"77",0,1,1,1,1,1,1,1,0,1
"78",1,1,1,1,1,1,1,1,0,1
"79",1,0,0,1,1,0,1,0,0,0
"80",1,1,1,1,1,1,1,0,0,0
"81",1,1,1,1,1,1,0,1,0,1
"82",1,1,1,0,1,1,1,1,0,0
"83",1,1,1,0,1,1,1,0,0,1
"84",1,1,1,1,1,1,1,1,0,1
"85",1,0,0,1,1,1,0,1,0,1
"86",1,0,0,1,0,1,1,1,0,1
"87",1,0,0,1,1,1,1,1,0,1
"88",0,0,0,1,1,1,0,1,0,1
"89",1,0,0,0,1,1,1,0,0,1
"90",1,0,0,1,1,0,1,0,0,0
"91",1,0,0,1,1,1,1,1,0,1
"92",1,0,0,1,1,1,1,1,0,1
"93",1,0,0,1,1,1,0,1,0,1
"94",1,0,0,1,1,1,1,1,0,1
"95",1,0,0,0,1,1,1,1,0,1
"96",1,0,0,1,1,1,1,1,1,1
"97",1,1,1,1,0,1,1,0,0,0
"98",0,1,1,1,1,1,0,1,0,1
"99",1,1,1,1,1,1,0,1,1,1
"100",1,1,1,1,1,1,0,0,1,1
"101",1,0,0,1,1,0,1,0,0,0
"102",1,1,1,1,1,1,0,1,0,1
"103",1,1,1,1,1,1,1,0,1,0
"104",1,1,1,1,1,1,1,0,0,1
"105",1,1,1,1,1,1,1,1,0,1
"106",1,1,1,1,1,1,1,0,0,1
"107",1,0,0,0,1,1,1,1,0,1
"108",0,1,1,0,0,1,1,1,0,0
"109",0,1,1,1,1,1,1,1,0,1
"110",0,1,1,1,1,1,1,0,0,1
"111",0,1,1,0,1,1,1,1,0,1
"112",0,0,0,0,0,0,0,0,0,0
"113",1,0,0,1,1,0,0,0,0,0
"114",0,1,1,0,1,1,1,0,0,1
"115",0,1,1,1,1,1,1,1,0,1
"116",1,1,1,0,1,1,1,1,0,0
"117",1,1,1,1,1,1,0,1,0,0
"118",1,1,1,1,1,1,1,1,0,0
"119",1,1,1,1,1,1,1,1,0,1
"120",1,1,1,1,0,1,1,0,0,1
"121",1,1,1,1,1,1,1,1,0,1
"122",1,1,1,1,1,1,1,1,0,1
"123",1,1,1,1,1,1,1,1,0,1
"124",1,0,0,1,1,0,0,0,0,0
"125",1,1,1,1,1,1,1,1,0,0
"126",1,0,0,1,1,1,0,1,0,1
"127",1,1,1,1,1,1,1,1,0,1
"128",1,1,1,1,1,1,1,0,0,1
"129",1,1,1,1,1,1,1,1,0,1
"130",1,1,1,1,1,1,1,1,0,1
"131",1,1,1,0,0,1,1,0,0,0
"132",0,1,1,0,1,1,1,0,0,1
"133",1,1,1,0,1,1,1,0,0,1
"134",1,1,1,0,1,1,0,0,0,1
"135",1,0,0,1,1,0,1,1,0,0
"136",1,1,1,0,1,1,1,0,0,0
"137",1,1,1,1,1,1,1,0,0,1
"138",1,1,1,1,1,1,1,1,0,1
"139",1,1,1,1,1,1,1,1,0,1
"140",1,1,1,1,1,1,1,1,0,1
"141",0,1,1,0,1,1,1,1,0,1
"142",1,1,1,1,0,1,1,1,0,0
"143",1,1,1,1,0,1,1,1,0,0
"144",1,1,1,0,0,1,1,1,0,0
"145",1,1,1,0,0,1,0,1,0,0
"146",1,0,0,0,0,0,1,1,0,0
"147",1,1,1,0,0,1,0,0,0,0
"148",1,1,1,1,0,1,0,1,0,0
"149",1,1,1,0,0,1,0,1,0,0
"150",1,1,1,1,0,1,0,1,0,1
"151",1,1,1,0,0,1,0,1,0,1
"152",0,1,1,1,0,1,0,1,0,1
"153",1,1,1,0,0,1,0,1,0,1
"154",1,1,1,0,0,1,0,1,0,1
"155",1,1,1,1,0,1,0,1,0,1
"156",1,1,1,1,0,1,0,1,0,1
"157",1,0,0,1,1,0,1,1,0,0
"158",1,1,1,1,0,1,0,1,0,1
"159",1,0,0,1,1,1,1,1,0,0
"160",1,1,1,0,1,1,1,1,0,1
"161",1,1,1,1,1,1,1,1,0,1
"162",1,1,1,1,1,1,1,0,0,1
"163",1,1,1,1,1,1,1,0,0,1
"164",1,1,1,1,1,1,1,0,0,1
"165",1,1,1,1,1,1,1,0,0,1
"166",1,1,1,1,1,1,1,0,0,1
"167",1,1,1,1,1,1,1,1,0,1
"168",1,0,0,1,1,0,1,0,0,0
"169",1,1,1,1,1,1,1,1,0,0
"170",1,1,1,1,1,1,1,1,0,1
"171",1,1,1,0,1,1,1,1,0,1
"172",1,1,1,1,1,1,1,1,0,1
"173",1,1,1,1,0,1,0,1,0,1
"174",0,1,1,0,1,1,1,0,0,0
"175",1,1,1,1,1,1,1,1,0,0
"176",1,1,1,1,1,1,1,1,0,1
"177",0,1,1,1,1,1,0,1,0,1
"178",0,1,1,1,1,1,0,1,0,1
"179",1,0,0,1,1,0,0,1,0,0
"180",0,1,1,1,1,1,0,1,0,1
"181",0,1,1,1,1,1,0,1,0,1
"182",0,1,1,1,1,1,0,1,0,1
"183",1,1,1,1,1,1,1,1,0,1
"184",1,1,1,1,1,1,1,1,0,1
"185",1,1,1,1,1,1,1,0,0,1
"186",1,0,0,1,1,1,1,1,0,1
"187",1,0,0,1,1,1,1,1,0,1
"188",1,0,0,1,1,1,1,1,0,1
"189",1,0,0,1,1,1,1,1,0,1
"190",1,0,0,1,1,0,1,0,1,1
"191",1,0,0,1,1,1,1,1,0,1
"192",1,0,0,0,1,1,1,1,0,1
"193",1,0,0,1,0,1,1,1,0,1
"194",0,0,0,1,1,1,0,1,0,1
"195",0,0,0,0,1,1,1,1,0,0
"196",0,0,0,0,1,1,1,1,0,1
"197",0,0,0,0,1,1,1,0,0,1
"198",0,0,0,0,1,1,1,0,0,1
"199",0,0,0,0,1,1,1,0,0,1
"200",0,0,0,0,1,1,1,0,0,1
"201",1,0,0,1,1,0,1,1,1,1
"202",0,0,0,0,1,1,1,0,0,1
"203",1,1,1,0,1,1,0,1,0,1
"204",1,1,1,1,1,1,1,1,0,1
"205",1,1,1,1,1,1,1,1,0,1
"206",1,1,1,1,1,1,1,1,0,0
"207",1,1,1,1,1,1,1,1,0,0
"208",1,1,1,1,1,1,1,1,0,0
"209",1,1,1,1,1,1,1,1,0,0
"210",1,1,1,1,1,1,1,1,0,0
"211",1,1,1,1,1,1,1,1,0,0
"212",1,0,0,1,1,0,1,0,1,1
"213",1,1,1,1,0,1,1,1,0,0
"214",1,1,1,0,1,1,1,0,0,0
"215",1,1,1,1,1,1,1,0,0,0
"216",1,1,1,0,1,1,0,1,0,1
"217",1,0,0,1,1,1,1,1,0,1
"218",1,1,1,0,1,1,1,0,0,1
"219",1,1,1,1,1,1,1,1,0,1
"220",1,1,1,1,1,1,1,1,1,0
"221",1,1,1,1,1,1,1,0,1,1
"222",1,1,1,1,1,1,1,0,1,1
"223",0,0,0,0,0,0,0,0,0,0
"224",1,0,0,1,1,1,1,1,1,1
"225",1,1,1,1,0,1,1,1,1,1
"226",1,1,1,1,1,1,1,1,1,1
"227",1,1,1,1,1,1,1,1,1,0
"228",1,0,0,1,1,1,1,0,1,1
"229",1,1,1,1,1,1,1,1,1,1
"230",1,1,1,1,1,1,1,1,1,1
"231",1,1,1,1,1,1,0,1,1,1
"232",1,1,1,0,1,1,1,1,1,1
"233",1,1,1,1,1,1,1,0,0,1
"234",1,1,1,0,1,1,1,0,1,1
"235",1,0,0,1,1,1,1,0,0,1
"236",1,1,1,0,0,1,0,0,1,1
"237",1,1,1,1,1,1,0,0,1,1
"238",1,1,1,1,1,1,0,0,1,1
"239",1,0,0,1,1,1,0,0,0,0
"240",1,1,1,1,1,1,0,0,1,1
"241",1,1,1,1,1,1,1,1,0,1
"242",1,1,1,1,1,1,1,1,1,1
"243",1,1,1,1,1,1,1,1,1,1
"244",1,1,1,1,1,1,1,1,1,0
"245",1,1,1,1,1,1,1,1,1,1
"246",1,0,0,1,1,1,1,0,0,1
"247",1,1,1,1,0,1,1,0,1,0
"248",1,0,0,1,1,1,0,0,1,0
"249",1,0,0,1,1,1,1,1,1,0
"250",1,0,0,1,1,1,1,1,1,0
"251",1,0,0,1,1,1,1,1,1,0
"252",1,0,0,1,1,1,1,0,1,0
"253",1,0,0,1,1,1,1,1,0,0
"254",1,0,0,1,1,1,1,1,1,0
"255",1,0,0,1,1,1,1,1,1,0
"256",1,0,0,1,1,1,0,0,1,0
"257",1,0,0,1,0,1,1,1,0,1
"258",1,0,0,1,0,1,1,1,1,0
"259",1,0,0,0,1,1,1,1,0,0
"260",1,1,1,0,1,1,1,1,0,0
"261",0,1,1,0,1,1,1,1,0,0
"262",1,1,1,0,1,1,1,1,0,0
"263",1,1,1,0,1,1,1,1,0,1
"264",1,1,1,0,1,1,1,1,0,1
"265",1,1,1,0,1,1,0,1,0,1
"266",1,1,1,0,1,1,1,1,0,0
"267",1,0,0,0,1,1,1,1,0,0
"268",1,0,0,1,1,1,0,1,0,1
"269",1,1,1,0,0,1,0,1,0,1
"270",1,1,1,0,1,1,1,0,0,1
"271",1,1,1,0,1,1,1,1,0,1
"272",1,1,1,0,1,1,1,1,0,1
"273",1,1,1,0,1,1,1,1,0,0
"274",1,1,1,0,1,1,1,1,0,1
"275",1,1,1,0,1,1,1,1,0,1
"276",1,1,1,0,1,1,1,0,0,1
"277",1,1,1,0,1,1,0,0,0,1
"278",1,1,1,0,1,1,0,0,0,1
"279",1,0,0,1,1,1,1,1,0,1
"280",1,1,1,0,1,1,0,0,0,1
"281",1,1,1,0,1,1,0,0,0,1
"282",1,1,1,0,1,1,0,0,0,1
"283",0,1,1,0,1,1,1,1,0,1
"284",1,1,1,0,0,1,1,1,0,1
"285",1,1,1,0,0,1,1,1,0,0
"286",1,1,1,0,0,1,1,1,0,0
"287",1,1,1,0,0,1,1,1,0,0
"288",1,1,1,0,0,1,1,1,0,0
"289",1,1,1,0,0,1,1,1,0,0
"290",1,0,0,1,1,1,1,1,0,1
"291",1,1,1,0,0,1,1,1,0,0
"292",0,0,0,0,1,1,1,1,0,0
"293",0,1,1,1,1,1,1,0,0,0
"294",0,1,1,1,1,1,1,0,0,0
"295",0,0,0,0,0,0,0,0,0,0
"296",0,1,1,1,1,1,1,1,0,0
"297",1,1,1,1,1,1,1,1,0,0
"298",1,1,1,1,1,1,1,1,0,0
"299",1,1,1,1,0,1,1,1,0,0
"300",1,1,1,1,1,1,0,1,0,0
"301",1,1,1,1,1,1,0,1,0,0
"302",1,1,1,1,1,1,0,1,0,0
"303",1,1,1,1,1,1,0,1,0,0
"304",1,1,1,1,1,1,0,1,0,0
"305",1,1,1,0,1,1,1,0,0,0
"306",0,0,0,0,0,0,0,0,0,0
"307",1,1,1,1,1,1,1,1,1,1
"308",1,1,1,1,1,1,1,1,1,1
"309",1,1,1,1,1,1,1,1,1,1
"310",1,1,1,1,1,1,1,0,1,1
"311",1,1,1,0,1,1,1,1,1,0
"312",1,1,1,1,1,1,1,1,1,0
"313",1,1,1,1,1,1,1,1,1,0
"314",1,1,1,1,1,1,1,1,1,1
"315",1,1,1,1,0,1,1,0,1,1
"316",1,1,1,0,1,1,1,1,1,1
"317",1,0,0,1,1,0,1,1,0,1
"318",1,1,1,0,1,1,1,0,1,1
"319",1,1,1,1,1,1,0,0,1,1
"320",1,1,1,1,1,1,1,1,1,1
"321",1,1,1,1,1,1,1,0,1,1
"322",0,1,1,0,1,1,1,0,1,1
"323",1,1,1,1,1,1,1,0,1,1
"324",1,1,1,1,1,1,1,1,1,1
"325",1,0,0,1,1,1,1,1,1,0
"326",1,1,1,1,0,1,0,1,1,0
"327",1,1,1,1,0,1,0,1,1,0
"328",1,0,0,1,1,0,1,1,0,1
"329",1,1,1,1,0,1,0,1,1,0
"330",1,1,1,1,0,1,0,1,1,0
"331",1,1,1,1,0,1,0,1,1,0
"332",1,1,1,1,1,1,1,1,1,1
"333",1,1,1,1,1,1,1,0,1,1
"334",0,1,1,1,1,1,1,1,1,1
"335",1,1,1,0,1,1,1,1,1,1
"336",1,1,1,1,1,1,0,1,1,1
"337",1,1,1,1,1,1,1,0,1,0
"338",1,1,1,1,1,1,1,1,1,1
"339",1,0,0,1,1,0,1,1,0,1
"340",1,1,1,1,1,1,1,0,1,1
"341",1,1,1,1,1,1,1,0,1,1
"342",0,1,1,1,0,1,1,1,1,1
"343",1,1,1,1,1,1,1,1,1,1
"344",1,1,1,0,1,1,1,1,1,1
"345",1,1,1,1,1,1,1,1,1,1
"346",1,1,1,1,1,1,0,1,1,1
"347",1,1,1,1,1,1,0,1,1,0
"348",1,1,1,1,1,1,0,1,1,1
"349",1,1,1,1,1,1,0,0,1,1
"350",1,0,0,1,1,0,1,0,0,1
"351",1,1,1,1,1,1,0,0,1,0
"352",1,1,1,1,1,1,0,0,1,1
"353",0,1,1,0,0,1,0,0,1,0
"354",1,1,1,1,1,1,0,0,1,1
"355",1,1,1,1,1,1,0,0,1,1
"356",1,1,1,1,1,1,0,0,1,1
"357",1,1,1,1,1,1,0,0,1,1
"358",1,1,1,0,1,1,1,0,1,1
"359",1,1,1,1,1,1,1,1,1,1
"360",0,1,1,0,1,1,1,1,1,1
"361",0,0,0,0,0,0,0,0,0,0
"362",0,0,0,0,0,0,0,0,0,0
"363",0,0,0,0,0,0,0,0,0,0
